County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
NIAGARA,290547,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 12623,1385,NASH RD,,,NORTH TONAWANDA,NY,14120,10000,POINT (-78.864388624 43.060907825)
NIAGARA,290428,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR#8360,6181,MCKEE ST,,,NEWFANE,NY,14108,9100,POINT (-78.698354018 43.276648835)
NIAGARA,290362,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6717,8735,NIAGARA FALLS BLVD,,,NIAGARA FALLS,NY,14304,8500,POINT (-78.962302664 43.091314311)
NIAGARA,290358,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6955,4015,LAKE AVE,,,LOCKPORT,NY,14094,7000,POINT (-78.676230655 43.218094913)
NIAGARA,290334,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6050,8405,ROCHESTER RD,,,GASPORT,NY,14067,2000,POINT (-78.573004668 43.195986093)
NIAGARA,290279,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8183,5921,S TRANSIT RD,,,LOCKPORT,NY,14094,3000,POINT (-78.694851891 43.135400942)
NIAGARA,290278,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8417,1802,PINE AVE,,,NIAGARA FALLS,NY,14301,7980,POINT (-79.039964685 43.097635313)
NIAGARA,290275,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8370,735,CENTER ST,,,LEWISTON,NY,14092,5500,POINT (-79.037882452 43.17180799)
NIAGARA,290273,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8333,1201,LINCOLN AVE,,,LOCKPORT,NY,14094,5800,POINT (-78.665093202 43.153911789)
MONTGOMERY,270123,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #7422,41,W MAIN ST,,,FONDA,NY,12068,6556,POINT (-74.377696418 42.954051258)
MONTGOMERY,270086,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9357,140,GUY PARK AVE,,,AMSTERDAM,NY,12010,10000,POINT (-74.198311201 42.943653424)
MONROE,261716,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10927,1315,CHILI AVE,,,ROCHESTER,NY,14624,5000,POINT (-77.670941398 43.138029088)
MONROE,261619,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #5730,7135,W BUFFALO RD,,,CHURCHVILLE,NY,14428,0,POINT (-77.898884405 43.100371376)
MONROE,261610,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9897,5103,RIDGE RD W,,,SPENCERPORT,NY,14559,0,POINT (-77.79976312 43.21716075)
MONROE,261312,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 9355,1816,LAKE RD,,,HAMLIN,NY,14464,0,POINT (-77.919721481 43.291581782)
MONROE,261285,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6386,50,MAIN ST,,,BROCKPORT,NY,14420,0,POINT (-77.938700792 43.21565888)
MONROE,261222,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9742,3892,SCOTTSVILLE RD,,,SCOTTSVILLE,NY,14546,7100,POINT (-77.742079197 43.028986311)
MONROE,261180,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 7434,2873,DEWEY AVE,,,GREECE,NY,14616,6468,POINT (-77.64173583 43.222138092)
MONROE,261161,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9079,1900,S CLINTON AVE,,,ROCHESTER,NY,14618,2500,POINT (-77.59474269 43.120987463)
MONROE,261144,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9233,453,W COMMERCIAL ST,,,EAST ROCHESTER,NY,14445,7000,POINT (-77.495815781 43.116654229)
MONROE,261110,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8814,525,TITUS AVE,,,IRONDEQUOIT,NY,14617,8000,POINT (-77.605009348 43.207270356)
MONROE,261037,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8558,822,LAKE AVE,,,ROCHESTER,NY,14613,8600,POINT (-77.631038845 43.180124095)
MONROE,260979,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8211,3240,CHILI AVE,,,ROCHESTER,NY,14624,1000,POINT (-77.752098757 43.104461871)
MADISON,250107,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10521,300,TUSCARORA RD,,,CHITTENANGO,NY,13037,5000,POINT (-75.868493 43.054457741)
MADISON,250094,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6958,113,UTICA ST,,,HAMILTON,NY,13346,7000,POINT (-75.550355183 42.833231363)
MADISON,250084,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 9723,431,N MAIN ST,,,ONEIDA,NY,13421,5000,POINT (-75.659609621 43.103052491)
MADISON,250066,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8656,419,S PETERBORO ST,,,CANASTOTA,NY,13032,7950,POINT (-75.752750484 43.070655224)
LIVINGSTON,240174,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6160,3707,RETSOF RD,,,RETSOF,NY,14533,7150,POINT (-77.881506289 42.830051101)
LIVINGSTON,240140,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6318,3337,CALEDONIA-AVON RD,,,CALEDONIA,NY,14423,8300,POINT (-77.842115284 42.964819364)
LIVINGSTON,240136,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL ST# 5897,1464,ROCHESTER ST,,,LIMA,NY,14485,8100,POINT (-77.612263382 42.920957074)
LIVINGSTON,240120,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6959,7,MAIN ST,,,LIVONIA,NY,14487,8200,POINT (-77.670996635 42.822516231)
LIVINGSTON,240116,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6456,116,N MAIN ST,,,MOUNT MORRIS,NY,14510,7000,POINT (-77.879301346 42.736342555)
LIVINGSTON,240115,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6217,27,OSSIAN STREET,,,DANSVILLE,NY,14437,7800,POINT (-77.699417406 42.560037939)
LIVINGSTON,240087,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8393,9033,ST RT 408,,,NUNDA,NY,14517,7200,POINT (-77.939052916 42.589331098)
LIVINGSTON,240076,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8191,275,E MAIN ST  STE 1,,,AVON,NY,14414,8000,POINT (-77.734636235 42.908409533)
LEWIS,230085,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11550,6804,MCALPINE ST,,,LYONS FALLS,NY,13368,3000,POINT (-75.367065678 43.618752571)
LEWIS,230078,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11150,7623,N STATE ST,,,LOWVILLE,NY,13367,7530,POINT (-75.492993964 43.787128699)
JEFFERSON,220347,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9496,144,EASTERN BLVD STE 14,,,WATERTOWN,NY,13601,10300,POINT (-75.878616495 43.968751884)
JEFFERSON,220342,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12614,22075,STATE RT 11,,,WATERTOWN,NY,13601,6000,POINT (-75.904568648 43.994549283)
JEFFERSON,220313,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11222,12644,ST RT 12,,,CHAUMONT,NY,13622,8000,POINT (-76.018776106 44.107253413)
JEFFERSON,220251,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6904,28525,NY STATE RT 3,,,BLACK RIVER,NY,13612,6936,POINT (-75.799821157 44.006348953)
JEFFERSON,220229,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6375,10757,US RT 11,,,ADAMS,NY,13605,8500,POINT (-76.022172629 43.823883757)
JEFFERSON,220169,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9086,2,S MAIN ST PO BOX 28,,,PHILADELPHIA,NY,13673,7500,POINT (-75.709321581 44.146437461)
JEFFERSON,220153,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8700,700,WEST END AVE,,,CARTHAGE,NY,13619,8000,POINT (-75.619219977 43.986325382)
JEFFERSON,220152,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8676,1222,ARSENAL ST,,,WATERTOWN,NY,13601,6000,POINT (-75.944258112 43.978185423)
HERKIMER,210131,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11102,1,STEWART ST,,,DOLGEVILLE,NY,13329,0,POINT (-74.781044747 43.093735214)
HERKIMER,210083,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9098,110,E STATE ST,,,HERKIMER,NY,13350,5000,POINT (-74.984837982 43.025519346)
HERKIMER,210070,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8373,522,ALBANY ST,,,LITTLE FALLS,NY,13365,6000,POINT (-74.858686316 43.042260019)
GREENE,190140,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10430,4,COUNTRY ESTATES RD,,,GREENVILLE,NY,12083,7100,POINT (-74.018041861 42.425202579)
GREENE,190121,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6540,11776,RT 9W,,,COXSACKIE,NY,12051,9000,POINT (-73.833836379 42.359367382)
GENESEE,180147,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10405,11281,ALEXANDER RD,,,ATTICA,NY,14011,8000,POINT (-78.282878333 42.870492066)
GENESEE,180107,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6107,3,WEST AVE,,,LEROY,NY,14482,6000,POINT (-78.003430375 42.979225257)
GENESEE,180086,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8105,412,E MAIN ST,,,BATAVIA,NY,14020,4000,POINT (-78.175290822 42.995515025)
FULTON,170123,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10752,37,ARTERIAL PLAZA,,,GLOVERSVILLE,NY,12078,6000,POINT (-74.325319079 43.057959323)
FULTON,170121,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10237,372,N MAIN ST,,,GLOVERSVILLE,NY,12078,8500,POINT (-74.340302378 43.063234264)
FRANKLIN,160129,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #7325,3321,STATE RT 11,,,MALONE,NY,12953,8400,POINT (-74.319001052 44.848018933)
FRANKLIN,160114,Store,A,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL 6014,16,"DEMARS BLVD, STE 5",,,TUPPER LAKE,NY,12986,0,POINT (-74.462463611 44.227320186)
ESSEX,150209,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18555,4375,MAIN ST,,,PORT HENRY,NY,12974,7232,POINT (-73.457761842 44.052080784)
ESSEX,150197,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10970,925,US RT 9,,,SCHROON LAKE,NY,12870,7100,POINT (-73.772242223 43.829336977)
ERIE,143008,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13366,2137,SENECA ST,,,BUFFALO,NY,14210,9300,POINT (-78.80835426 42.853849965)
ERIE,142938,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 11797,3170,DELAWARE AVE,,,BUFFALO,NY,14217,0,POINT (-78.871164051 42.970318102)
ERIE,142934,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13305,2750,HARLEM RD,,,CHEEKTOWAGA,NY,14225,11500,POINT (-78.784388255 42.918619112)
ERIE,142913,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 12975,1055,GENESEE ST,,,BUFFALO,NY,14211,11000,POINT (-78.839193107 42.902319127)
ERIE,142818,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9052,4190,UNION RD,,,CHEEKTOWAGA,NY,14225,10000,POINT (-78.754280004 42.92891523)
ERIE,142489,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8207,1833,ELMWOOD AVE,,,BUFFALO,NY,14207,0,POINT (-78.878070237 42.946944536)
ERIE,142203,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10547,4257,LAKE AVE,,,BLASDELL,NY,14219,0,POINT (-78.820111723 42.796617114)
ERIE,142146,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8363,13475,BROADWAY,,,ALDEN,NY,14004,8000,POINT (-78.485002095 42.899986722)
ERIE,142119,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10433,2920,WILLIAM ST,,,CHEEKTOWAGA,NY,14227,5000,POINT (-78.762759221 42.883993132)
ERIE,142033,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10256,12968,MAIN RD,,,AKRON,NY,14001,1500,POINT (-78.504020264 42.998318813)
ERIE,141827,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 5701,5150,BROADWAY,,,DEPEW,NY,14043,7500,POINT (-78.683611675 42.901468981)
ERIE,141826,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6977,8790,ERIE RD,,,ANGOLA,NY,14006,8000,POINT (-79.044203246 42.646079768)
ERIE,141615,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9631,8229,N MAIN ST,,,EDEN,NY,14057,10000,POINT (-78.890203461 42.662983929)
ERIE,141506,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9229,3531,SENECA ST,,,WEST SENECA,NY,14224,5000,POINT (-78.772042598 42.829480587)
ERIE,141494,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8926,5783,CAMP RD,,,HAMBURG,NY,14075,6000,POINT (-78.835002593 42.729530792)
ERIE,141493,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9228,6000,SOUTH PARK,,,HAMBURG,NY,14075,6000,POINT (-78.825350329 42.732951363)
ERIE,141491,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8136,93,S ROSSLER AVE,,,BUFFALO,NY,14206,5100,POINT (-78.794805341 42.876690237)
ERIE,141469,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8177,942,MCKINLEY PKWY,,,BUFFALO,NY,14220,8000,POINT (-78.82434857 42.857550107)
ERIE,141468,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8960,230,HOLDEN ST,,,BUFFALO,NY,14214,1500,POINT (-78.834988237 42.939076035)
ERIE,141460,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9029,1233,ABBOTT RD,,,LACKAWANNA,NY,14218,1000,POINT (-78.805759726 42.831024534)
ERIE,141459,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9028,338,KENMORE AVE,,,BUFFALO,NY,14223,5600,POINT (-78.830329431 42.9582127)
ERIE,141394,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8896,1336,HERTEL AVE,,,BUFFALO,NY,14216,5600,POINT (-78.858431521 42.947987287)
ERIE,141382,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8488,29,NIAGARA ST ECKERD PLAZA,,,TONAWANDA,NY,14150,6000,POINT (-78.879261002 43.02070546)
ERIE,141338,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8366,3372,SHERIDAN DR,,,AMHERST,NY,14226,4000,POINT (-78.809162466 42.980141709)
ERIE,141306,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8427,315,W FERRY ST,,,BUFFALO,NY,14213,6000,POINT (-78.889182642 42.915256035)
ERIE,141292,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8245,2329,MILLERS PORT HWY,,,GETZVILLE,NY,14068,6000,POINT (-78.769323982 43.013732908)
DUTCHESS,131156,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13879,3338,E MAIN ST NY 343,,,AMENIA,NY,12501,7600,POINT (-73.54924567 41.851300395)
DUTCHESS,131135,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13402,1475,"ROUTE 9D, STE A1-5",,,WAPPINGERS FALLS,NY,12590,9090,POINT (-73.965129756 41.527638841)
DUTCHESS,131116,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 13147,31,RT 22,,,PAWLING,NY,12564,9000,POINT (-73.588180818 41.526448569)
DUTCHESS,131083,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12739,3,MAGGIOCOMO LN UNIT 1A,,,PLEASANT VALLEY,NY,12569,6000,POINT (-73.823457488 41.743584998)
DUTCHESS,131067,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12419,1671,RT 9,,,WAPPINGERS FALLS,NY,12590,10000,POINT (-73.913107977 41.603620752)
DELAWARE,120157,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11789,355,MAIN ST,,,MARGARETVILLE,NY,12455,5000,POINT (-74.654583118 42.144647959)
DELAWARE,120139,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 11022,3,MANG DR,,,SIDNEY,NY,13838,8200,POINT (-75.408324588 42.299332042)
CORTLAND,110100,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11177,14,W MAIN ST,,,MARATHON,NY,13803,7500,POINT (-76.037244935 42.441017554)
CORTLAND,110069,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6365,186,HOMER AVE,,,CORTLAND,NY,13045,8000,POINT (-76.186481888 42.612816868)
COLUMBIA,100331,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12546,70,"FAIRVIEW AVE, STE 100",,,HUDSON,NY,12534,7700,POINT (-73.769415921 42.250636454)
CLINTON,90342,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12931,1840,N AUSABLE ST,,,KEESEVILLE,NY,12944,9100,POINT (-73.483630196 44.503045961)
CLINTON,90246,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10763,64,LAKE ST,,,ROUSES POINT,NY,12979,9841,POINT (-73.366028784 44.994533469)
CLINTON,90240,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10345,3073,MAIN ST,,,PERU,NY,12972,7100,POINT (-73.521463216 44.58393513)
CHENANGO,80144,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12070,148,S CHENANGO ST,,,GREENE,NY,13778,0,POINT (-75.777088094 42.322009826)
CHENANGO,80125,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11151,1,NORTH WASHINGTON AVE,,,OXFORD,NY,13830,5000,POINT (-75.598634274 42.443143456)
CHENANGO,80084,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9497,5640,ST HWY 12,,,NORWICH,NY,13815,6000,POINT (-75.522827755 42.51486648)
CHENANGO,80079,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8994,51,N MAIN ST,,,SHERBURNE,NY,13460,9000,POINT (-75.50085116 42.684528102)
CHEMUNG,70234,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9657,1371,"COLLEGE AVE, SUITE A",,,ELMIRA,NY,14901,0,POINT (-76.822456092 42.114661491)
CHEMUNG,70229,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8106,1146,BROADWAY,,,ELMIRA,NY,14904,0,POINT (-76.819992735 42.056675736)
CHEMUNG,70196,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11195,3695,FRONT ST,,,WELLSBURG,NY,14894,7232,POINT (-76.726082227 42.016536604)
CHEMUNG,70185,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10705,3164,LAKE RD,,,HORSEHEADS,NY,14845,4000,POINT (-76.814621695 42.145080004)
CHEMUNG,70182,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10820,1808,W WATER ST,,,ELMIRA,NY,14905,2800,POINT (-76.857643908 42.081851956)
CHEMUNG,70112,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8958,363,COLLEGE AVE,,,ELMIRA,NY,14901,9500,POINT (-76.8116659 42.090564567)
CHEMUNG,70104,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8364,801,LAKE ST,,,ELMIRA,NY,14901,10000,POINT (-76.805555493 42.100893502)
CHAUTAUQUA,60399,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12852,141,W MAIN ST,,,FREWSBURG,NY,14738,9014,POINT (-79.169383952 42.052209523)
CHAUTAUQUA,60383,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12399,460,W MAIN ST,,,FALCONER,NY,14733,13000,POINT (-79.206763887 42.114080709)
CHAUTAUQUA,60236,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6849,601,W 3RD ST,,,JAMESTOWN,NY,14701,8000,POINT (-79.254436968 42.093723999)
CHAUTAUQUA,60215,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 9394,199,W LAKE RD,,,MAYVILLE,NY,14757,6795,POINT (-79.491153983 42.234205828)
CHAUTAUQUA,60204,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6079,7612,E RT 20,,,WESTFIELD,NY,14787,7000,POINT (-79.555539572 42.335708538)
CHAUTAUQUA,60203,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 09488,1356,WASHINGTON ST,,,JAMESTOWN,NY,14701,5000,POINT (-79.244823511 42.105449192)
CHAUTAUQUA,60202,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8379,164-180,E FOURTH ST,,,DUNKIRK,NY,14048,5000,POINT (-79.328676042 42.484098914)
CHAUTAUQUA,60177,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8240,260,E MAIN ST,,,FREDONIA,NY,14063,9000,POINT (-79.319800306 42.447000473)
CHAUTAUQUA,60175,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8865,167,W FAIRMOUNT AVE,,,LAKEWOOD,NY,14750,7500,POINT (-79.341725269 42.097756952)
CHAUTAUQUA,60165,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8402,1360,RT 5,,,SILVER CREEK,NY,14136,10000,POINT (-79.150936137 42.549414757)
CHAUTAUQUA,60163,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8439,760,FOOTE AVE,,,JAMESTOWN,NY,14701,5000,POINT (-79.229295449 42.079655101)
CAYUGA,50182,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13235,133,MAIN ST,,,MORAVIA,NY,13118,0,POINT (-76.422193896 42.711997611)
CAYUGA,50105,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6337,343,W GENESEE ST,,,AUBURN,NY,13021,0,POINT (-76.589645379 42.921682905)
CAYUGA,50090,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8827,8881,S SENECA ST,PO BOX 365,,WEEDSPORT,NY,13166,5000,POINT (-76.563809503 43.047530517)
CATTARAUGUS,40207,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11658,216,S MAIN ST,,,CATTARAUGUS,NY,14719,8500,POINT (-78.868109015 42.322139159)
CATTARAUGUS,40168,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10097,95,S MAIN ST,,,FRANKLINVILLE,NY,14737,8300,POINT (-78.461270546 42.328574533)
CATTARAUGUS,40154,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6724,61,MAIN ST,,,RANDOLPH,NY,14772,7000,POINT (-78.97236363 42.162454809)
CATTARAUGUS,40145,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6175,169,S MAIN ST,,,PORTVILLE,NY,14770,7000,POINT (-78.337795724 42.028302742)
CATTARAUGUS,40134,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6383,5785,RT 219,,,GREAT VALLEY,NY,14741,7000,POINT (-78.64579218 42.248555213)
CATTARAUGUS,40107,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8627,12189,RT 16,,,CHAFFEE,NY,14030,11500,POINT (-78.478684453 42.528367924)
CATTARAUGUS,40099,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8104,502,N UNION ST,,,OLEAN,NY,14760,4800,POINT (-78.429693486 42.085223283)
BROOME,30416,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #08494,3226,WATSON BLVD,,,ENDWELL,NY,13760,8100,POINT (-76.020574 42.110445184)
BROOME,30319,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10141,2658,ST RT 26,,,MAINE,NY,13802,7800,POINT (-76.058079343 42.198650775)
BROOME,30312,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6766,310,EXCHANGE AVE,,,ENDICOTT,NY,13760,9800,POINT (-76.065602254 42.094585282)
BROOME,30298,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9951,357,COURT ST,,,BINGHAMTON,NY,13904,10000,POINT (-75.889137208 42.104664395)
BROOME,30277,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6436,2649,MAIN ST,,,WHITNEY POINT,NY,13862,5000,POINT (-75.968536044 42.328647623)
BROOME,30268,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6294,225,HARRISON AVE,,,ENDICOTT,NY,13760,13000,POINT (-76.05300945 42.09864732)
BROOME,30244,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9622,325,CLINTON ST,,,BINGHAMTON,NY,13905,7000,POINT (-75.937174063 42.110125666)
ALLEGANY,20144,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8875,25,W DYKE ST,,,WELLSVILLE,NY,14895,6500,POINT (-77.940489826 42.11638393)
ALLEGANY,20115,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11056,7981,RT 19,,,BELFAST,NY,14711,9250,POINT (-78.119988031 42.34649039)
ALLEGANY,20104,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10600,303,MAIN ST,,,BOLIVAR,NY,14715,8100,POINT (-78.167834449 42.067144314)
ALLEGANY,20092,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9839,98,BOLIVAR RD,,,WELLSVILLE,NY,14895,8400,POINT (-77.962401294 42.128294908)
ALLEGANY,20090,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 11284,5240,RT 305,,,CUBA,NY,14727,9000,POINT (-78.276214217 42.227663543)
ALLEGANY,20083,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6067,4836,STATE ROUTE 19 S,PO BOX 51,,BELMONT,NY,14813,8000,POINT (-78.013829802 42.20971923)
ALLEGANY,20078,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9592,46,S GENESEE ST PO BOX 274,,,FILLMORE,NY,14735,6300,POINT (-78.113074972 42.462473131)
ALLEGANY,20066,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8319,820,NY RT 244,,,ALFRED STATION,NY,14803,1400,POINT (-77.771294572 42.268112848)
ALBANY,10440,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #25518,638,COLUMBIA ST EXT,,,LATHAM,NY,12110,3000,POINT (-73.75280651 42.762116572)
